"ZoneName","Name","RecordType","Data","TTL","Age","TimeStamp","UpdatedAtSerial","whenCreated","whenChanged","showInAdvancedViewOnly","DistinguishedName"
"RootDNSServers","k.root-servers.net","A","193.0.14.129","0","0","[static]","0","6/22/2001 1:24:02 AM","5/13/2021 2:39:40 PM","True","DC=k.root-servers.net,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"RootDNSServers","f.root-servers.net","A","192.5.5.241","0","0","[static]","0","6/22/2001 1:24:02 AM","5/13/2021 2:39:40 PM","True","DC=f.root-servers.net,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"RootDNSServers","@","NS","l.root-servers.net.","0","0","[static]","0","6/22/2001 1:24:02 AM","5/13/2021 2:39:39 PM","True","DC=@,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"RootDNSServers","l.root-servers.net","A","198.32.64.12","0","0","[static]","0","6/22/2001 1:24:02 AM","5/13/2021 2:39:40 PM","True","DC=l.root-servers.net,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"RootDNSServers","m.root-servers.net","A","202.12.27.33","0","0","[static]","0","6/22/2001 1:24:02 AM","5/13/2021 2:39:40 PM","True","DC=m.root-servers.net,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"RootDNSServers","i.root-servers.net","A","192.36.148.17","0","0","[static]","0","6/22/2001 1:24:02 AM","5/13/2021 2:39:40 PM","True","DC=i.root-servers.net,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"RootDNSServers","e.root-servers.net","A","192.203.230.10","0","0","[static]","0","3/2/2006 9:45:09 PM","5/13/2021 2:39:40 PM","True","DC=e.root-servers.net,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"RootDNSServers","d.root-servers.net","A","128.8.10.90","0","0","[static]","0","6/22/2001 1:24:02 AM","5/13/2021 2:39:40 PM","True","DC=d.root-servers.net,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"RootDNSServers","a.root-servers.net","A","198.41.0.4","0","0","[static]","0","6/22/2001 1:24:02 AM","5/13/2021 2:39:40 PM","True","DC=a.root-servers.net,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"RootDNSServers","h.root-servers.net","A","128.63.2.53","0","0","[static]","0","3/2/2006 9:42:15 PM","5/13/2021 2:39:40 PM","True","DC=h.root-servers.net,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"RootDNSServers","c.root-servers.net","A","192.33.4.12","0","0","[static]","0","6/22/2001 1:24:02 AM","5/13/2021 2:39:40 PM","True","DC=c.root-servers.net,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"RootDNSServers","g.root-servers.net","A","192.112.36.4","0","0","[static]","0","3/2/2006 9:45:09 PM","5/13/2021 2:39:40 PM","True","DC=g.root-servers.net,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"RootDNSServers","b.root-servers.net","A","192.228.79.201","0","0","[static]","0","12/5/2003 5:42:24 PM","5/13/2021 2:39:40 PM","True","DC=b.root-servers.net,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"RootDNSServers","j.root-servers.net","A","192.58.128.30","0","0","[static]","0","6/22/2001 1:24:02 AM","5/13/2021 2:39:40 PM","True","DC=j.root-servers.net,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","173","PTR","atlc-l-6100542p.solomonedwards.com.","1200","3551702","3/6/2006 2:00:00 PM","606","3/6/2006 2:11:21 PM","5/13/2021 2:39:40 PM","True","DC=173,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","158","PTR","atlc-l-6100542p.solomonedwards.com.","1200","3551942","3/16/2006 2:00:00 PM","608","2/15/2006 1:37:53 PM","5/13/2021 2:39:40 PM","True","DC=158,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","101","PTR","atlc-l-61200tn9.solomonedwards.com.","1200","3567661","12/31/2007 1:00:00 PM","772","12/31/2007 1:00:06 PM","5/13/2021 2:39:43 PM","True","DC=101,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","103","PTR","atlp-l-73001kmg.solomonedwards.com.","1200","3567662","12/31/2007 2:00:00 PM","773","12/31/2007 2:52:23 PM","5/13/2021 2:39:43 PM","True","DC=103,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","147","PTR","atlc-l-63100cnh.solomonedwards.com.","1200","3569006","2/25/2008 2:00:00 PM","780","1/7/2008 1:58:29 PM","5/13/2021 2:39:43 PM","True","DC=147,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","191","PTR","atlc-l-6110295s.solomonedwards.com.","1200","3553740","5/30/2006 12:00:00 PM","612","5/30/2006 12:12:50 PM","5/13/2021 2:39:40 PM","True","DC=191,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","146","PTR","atlp-l-73001kmg.solomonedwards.com.","1200","3567902","1/10/2008 2:00:00 PM","775","1/10/2008 2:56:23 PM","5/13/2021 2:39:43 PM","True","DC=146,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","194","PTR","atlc-l-61200tn9.solomonedwards.com.","1200","3553915","6/6/2006 7:00:00 PM","615","6/6/2006 7:02:45 PM","5/13/2021 2:39:40 PM","True","DC=194,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","51","PTR","phl-l-edgehzdm.solomonedwards.com.","900","3618063","9/30/2013 3:00:00 PM","892","6/7/2012 2:00:02 PM","5/13/2021 2:40:18 PM","True","DC=51,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","195","PTR","atlc-l-6100008p.solomonedwards.com.","1200","3553984","6/9/2006 4:00:00 PM","616","6/9/2006 4:17:46 PM","5/13/2021 2:39:40 PM","True","DC=195,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","59","PTR","phl-l-edgehzfm.solomonedwards.com.","900","3618071","9/30/2013 11:00:00 PM","897","6/6/2012 10:19:27 PM","5/13/2021 2:40:18 PM","True","DC=59,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","196","PTR","atlc-l-61200tc2.solomonedwards.com.","1200","3554100","6/14/2006 12:00:00 PM","617","6/14/2006 12:15:42 PM","5/13/2021 2:39:40 PM","True","DC=196,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","197","PTR","atlc-l-61200s3f.solomonedwards.com.","1200","3554102","6/14/2006 2:00:00 PM","618","6/14/2006 2:03:11 PM","5/13/2021 2:39:40 PM","True","DC=197,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","199","PTR","atlc-l-61200sj5.solomonedwards.com.","1200","3554389","6/26/2006 1:00:00 PM","620","6/26/2006 1:08:25 PM","5/13/2021 2:39:40 PM","True","DC=199,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","201","PTR","phli-l-9030035g.solomonedwards.com.","1200","3554464","6/29/2006 4:00:00 PM","622","6/29/2006 4:02:11 PM","5/13/2021 2:39:40 PM","True","DC=201,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","204","PTR","atlc-l-6110cbl.solomonedwards.com.","1200","3554723","7/10/2006 11:00:00 AM","627","7/10/2006 11:15:47 AM","5/13/2021 2:39:40 PM","True","DC=204,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","104","PTR","atlc-l-r61in406.solomonedwards.com.","1200","3572464","7/18/2008 4:00:00 PM","851","7/18/2008 4:23:54 PM","5/13/2021 2:39:43 PM","True","DC=104,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","247","PTR","atldc01.solomonedwards.com.","1200","3606520","6/6/2012 4:00:00 PM","875","6/6/2012 4:27:51 PM","5/13/2021 2:40:14 PM","True","DC=247,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","148","PTR","phls-l-tcm9391h.solomonedwards.com.","1200","3568358","1/29/2008 2:00:00 PM","776","1/29/2008 2:44:48 PM","5/13/2021 2:39:43 PM","True","DC=148,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","20","PTR","atl-sigpad.solomonedwards.com.","1200","3554776","7/12/2006 4:00:00 PM","629","7/12/2006 4:16:56 PM","5/13/2021 2:39:40 PM","True","DC=20,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","185","PTR","dcc-l-611003km.solomonedwards.com.","1200","3566586","11/16/2007 6:00:00 PM","743","10/22/2007 12:55:14 PM","5/13/2021 2:39:43 PM","True","DC=185,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","206","PTR","atlc-l-90101n1p.solomonedwards.com.","1200","3554821","7/14/2006 1:00:00 PM","630","7/14/2006 1:44:17 PM","5/13/2021 2:39:40 PM","True","DC=206,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","208","PTR","phlc-l-6100553p.solomonedwards.com.","1200","3554920","7/18/2006 4:00:00 PM","631","7/18/2006 4:00:21 PM","5/13/2021 2:39:40 PM","True","DC=208,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","209","PTR","arlc-l-61202wv4.solomonedwards.com.","1200","3555060","7/24/2006 12:00:00 PM","632","7/24/2006 12:27:04 PM","5/13/2021 2:39:40 PM","True","DC=209,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","63","PTR","phlc-l-53101vmn.solomonedwards.com.","900","3606545","6/7/2012 5:00:00 PM","888","6/7/2012 5:38:23 PM","5/13/2021 2:40:14 PM","True","DC=63,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","210","PTR","phlc-l-611004t1.solomonedwards.com.","1200","3555139","7/27/2006 7:00:00 PM","633","7/27/2006 7:41:29 PM","5/13/2021 2:39:40 PM","True","DC=210,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","212","PTR","phla-l-61202xty.solomonedwards.com.","1200","3555139","7/27/2006 7:00:00 PM","635","7/27/2006 7:57:36 PM","5/13/2021 2:39:40 PM","True","DC=212,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","130","PTR","atlp-l-73001kmg.solomonedwards.com.","1200","3568842","2/18/2008 6:00:00 PM","778","2/18/2008 6:29:56 PM","5/13/2021 2:39:43 PM","True","DC=130,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","216","PTR","atlc-l-61200tn9.solomonedwards.com.","1200","3555468","8/10/2006 12:00:00 PM","641","8/10/2006 12:11:16 PM","5/13/2021 2:39:40 PM","True","DC=216,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","124","PTR","atlp-l-73001kmg.solomonedwards.com.","1200","3568501","2/4/2008 1:00:00 PM","777","2/4/2008 1:21:59 PM","5/13/2021 2:39:43 PM","True","DC=124,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","217","PTR","atlc-l-61200s3f.solomonedwards.com.","1200","3555492","8/11/2006 12:00:00 PM","642","8/11/2006 12:36:22 PM","5/13/2021 2:39:40 PM","True","DC=217,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","55","PTR","phlc-l-44301z8h.solomonedwards.com.","900","3618756","10/29/2013 12:00:00 PM","924","10/29/2013 12:30:37 PM","5/13/2021 2:40:18 PM","True","DC=55,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","54","PTR","phl-l-t420ev3f.solomonedwards.com.","900","3618902","11/4/2013 2:00:00 PM","930","11/4/2013 2:25:51 PM","5/13/2021 2:40:18 PM","True","DC=54,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","238","PTR","atlc-l-90301s8s.solomonedwards.com.","1200","3559597","1/29/2007 1:00:00 PM","672","1/29/2007 1:31:50 PM","5/13/2021 2:39:41 PM","True","DC=238,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","102","PTR","atlc-l-c110m000.solomonedwards.com.","1200","3566560","11/15/2007 4:00:00 PM","737","11/15/2007 4:42:37 PM","5/13/2021 2:39:43 PM","True","DC=102,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","145","PTR","phlc-61201n51.solomonedwards.com.","1200","3582856","9/24/2009 4:00:00 PM","865","9/24/2009 4:55:32 PM","5/13/2021 2:39:48 PM","True","DC=145,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","144","PTR","atlp-l-73001kmg.solomonedwards.com.","1200","3566917","11/30/2007 1:00:00 PM","768","11/30/2007 1:00:20 PM","5/13/2021 2:39:43 PM","True","DC=144,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","149","PTR","atlc-l-63100cnh.solomonedwards.com.","1200","3566917","11/30/2007 1:00:00 PM","769","11/30/2007 1:33:46 PM","5/13/2021 2:39:43 PM","True","DC=149,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","121","PTR","atlc-l-r61ip705.solomonedwards.com.","1200","3572632","7/25/2008 4:00:00 PM","852","7/25/2008 4:55:12 PM","5/13/2021 2:39:43 PM","True","DC=121,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","50","PTR","dfwc-l-8460b99v.solomonedwards.com.","900","3619240","11/18/2013 4:00:00 PM","940","11/18/2013 4:58:38 PM","5/13/2021 2:40:18 PM","True","DC=50,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","218","PTR","atlc-l-6100008p.solomonedwards.com.","1200","3556315","9/14/2006 7:00:00 PM","645","9/14/2006 7:02:23 PM","5/13/2021 2:39:40 PM","True","DC=218,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","239","PTR","atlc-l-73001krl.solomonedwards.com.","1200","3559764","2/5/2007 12:00:00 PM","673","2/5/2007 12:50:44 PM","5/13/2021 2:39:41 PM","True","DC=239,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","52","PTR","phli-l-e520y01n.solomonedwards.com.","900","3619241","11/18/2013 5:00:00 PM","941","11/18/2013 5:00:28 PM","5/13/2021 2:40:18 PM","True","DC=52,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","240","PTR","atlc-l-a20631p.solomonedwards.com.","1200","3559768","2/5/2007 4:00:00 PM","674","2/5/2007 4:23:38 PM","5/13/2021 2:39:41 PM","True","DC=240,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","53","PTR","phl-l-edgeh0vng.solomonedwards.com.","900","3619262","11/19/2013 2:00:00 PM","942","11/19/2013 2:28:25 PM","5/13/2021 2:40:18 PM","True","DC=53,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","100","PTR","atlc-l-61200sj5.solomonedwards.com.","1200","3567013","12/4/2007 1:00:00 PM","770","12/4/2007 1:59:08 PM","5/13/2021 2:39:43 PM","True","DC=100,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","118","PTR","klane.solomonedwards.com.","900","3532885","1/12/2004 1:00:00 PM","142","11/23/2003 5:02:30 AM","5/13/2021 2:39:39 PM","True","DC=118,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","219","PTR","atlc-l-611000g1.solomonedwards.com.","1200","3556452","9/20/2006 12:00:00 PM","646","9/20/2006 12:41:48 PM","5/13/2021 2:39:40 PM","True","DC=219,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","129","PTR","atlc-l-61202wwh.solomonedwards.com.","1200","3571456","6/6/2008 4:00:00 PM","838","6/6/2008 4:13:25 PM","5/13/2021 2:39:43 PM","True","DC=129,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","220","PTR","atlc-l-63101cxg.solomonedwards.com.","1200","3565644","10/8/2007 12:00:00 PM","718","9/21/2006 5:05:35 PM","5/13/2021 2:39:40 PM","True","DC=220,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","142","PTR","atlc-l-6100008p.solomonedwards.com.","1200","3570517","4/28/2008 1:00:00 PM","790","4/28/2008 1:27:36 PM","5/13/2021 2:39:43 PM","True","DC=142,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","221","PTR","phlc-l-61101hr5.solomonedwards.com.","1200","3556499","9/22/2006 11:00:00 AM","648","9/22/2006 11:22:17 AM","5/13/2021 2:39:40 PM","True","DC=221,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","241","PTR","dcc-l-611003km.solomonedwards.com.","1200","3559933","2/12/2007 1:00:00 PM","675","2/12/2007 1:14:31 PM","5/13/2021 2:39:41 PM","True","DC=241,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","242","PTR","atlc-l-73001ksl.solomonedwards.com.","1200","3559933","2/12/2007 1:00:00 PM","676","2/12/2007 1:34:56 PM","5/13/2021 2:39:41 PM","True","DC=242,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","110","PTR","pc-kbrown.solomonedwards.com.","900","3539319","10/6/2004 3:00:00 PM","170","6/21/2004 9:24:01 PM","5/13/2021 2:39:40 PM","True","DC=110,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","126","PTR","phle-l-tecr520h.solomonedwards.com.","1200","3567235","12/13/2007 7:00:00 PM","771","12/13/2007 7:42:21 PM","5/13/2021 2:39:43 PM","True","DC=126,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","120","PTR","pc-spare3.solomonedwards.com.","900","3539613","10/18/2004 9:00:00 PM","187","8/4/2004 2:48:00 PM","5/13/2021 2:39:40 PM","True","DC=120,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","122","PTR","pc-spare6.solomonedwards.com.","900","3540643","11/30/2004 7:00:00 PM","222","11/30/2004 7:50:19 PM","5/13/2021 2:39:40 PM","True","DC=122,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","109","PTR","consulting-temp.solomonedwards.com.","900","3540189","11/11/2004 9:00:00 PM","224","10/28/2004 1:26:17 PM","5/13/2021 2:39:40 PM","True","DC=109,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","186","PTR","atlc-l-6110295s.solomonedwards.com.","1200","3562503","5/30/2007 3:00:00 PM","700","5/30/2007 3:28:11 PM","5/13/2021 2:39:41 PM","True","DC=186,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","136","PTR","atlp-p-d220xxxx.solomonedwards.com.","900","3541868","1/20/2005 8:00:00 PM","274","1/20/2005 8:27:50 PM","5/13/2021 2:39:40 PM","True","DC=136,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","222","PTR","atlc-l-61200tn9.solomonedwards.com.","1200","3556836","10/6/2006 12:00:00 PM","649","10/6/2006 12:08:54 PM","5/13/2021 2:39:40 PM","True","DC=222,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","112","PTR","nharris-lt.solomonedwards.com.","900","3535917","5/17/2004 9:00:00 PM","322","12/23/2003 2:08:57 PM","5/13/2021 2:39:40 PM","True","DC=112,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","133","PTR","atlp-c-2000067t.solomonedwards.com.","900","3543639","4/4/2005 3:00:00 PM","324","4/4/2005 3:18:25 PM","5/13/2021 2:39:40 PM","True","DC=133,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","123","PTR","atlm-l-6110frb4.solomonedwards.com.","900","3543810","4/11/2005 6:00:00 PM","332","10/18/2004 2:19:39 PM","5/13/2021 2:39:40 PM","True","DC=123,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","119","PTR","atlp-c-200006gs.solomonedwards.com.","900","3544504","5/10/2005 4:00:00 PM","357","4/12/2005 12:33:39 PM","5/13/2021 2:39:40 PM","True","DC=119,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","131","PTR","atlp-c-200006r6.solomonedwards.com.","900","3544529","5/11/2005 5:00:00 PM","358","5/11/2005 5:10:11 PM","5/13/2021 2:39:40 PM","True","DC=131,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","137","PTR","atlp-c-d22000qr.solomonedwards.com.","900","3544576","5/13/2005 4:00:00 PM","361","5/13/2005 4:17:47 PM","5/13/2021 2:39:40 PM","True","DC=137,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","108","PTR","mmcdonald.solomonedwards.com.","900","3541453","1/3/2005 1:00:00 PM","372","11/23/2003 5:02:29 AM","5/13/2021 2:39:40 PM","True","DC=108,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","248","PTR","atlc-l-611000g1.solomonedwards.com.","1200","3560203","2/23/2007 7:00:00 PM","685","2/23/2007 7:26:01 PM","5/13/2021 2:39:41 PM","True","DC=248,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","105","PTR","dfwc-l-r61i2730.solomonedwards.com.","1200","3579660","5/14/2009 12:00:00 PM","860","5/14/2009 12:12:19 PM","5/13/2021 2:39:45 PM","True","DC=105,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","223","PTR","atlc-l-61200stg.solomonedwards.com.","1200","3557075","10/16/2006 11:00:00 AM","650","10/16/2006 11:28:04 AM","5/13/2021 2:39:40 PM","True","DC=223,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","224","PTR","atlc-l-63100cnh.solomonedwards.com.","1200","3557075","10/16/2006 11:00:00 AM","651","10/16/2006 11:41:42 AM","5/13/2021 2:39:40 PM","True","DC=224,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","178","PTR","atlc-l-73001ksl.solomonedwards.com.","1200","3561853","5/3/2007 1:00:00 PM","698","5/3/2007 1:39:39 PM","5/13/2021 2:39:41 PM","True","DC=178,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","225","PTR","edbaum-lt.solomonedwards.com.","1200","3557178","10/20/2006 6:00:00 PM","652","10/20/2006 6:57:00 PM","5/13/2021 2:39:40 PM","True","DC=225,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
"2.168.192.in-addr.arpa","226","PTR","atlc-l-6110295s.solomonedwards.com.","1200","3557245","10/23/2006 1:00:00 PM","653","10/23/2006 1:42:29 PM","5/13/2021 2:39:40 PM","True","DC=226,DC=2.168.192.in-addr.arpa,CN=MicrosoftDNS,CN=System,DC=solomonedwards,DC=com"
