"ObjectClass","Name","whenCreated","whenChanged","DistinguishedName"
"top","ms-ds-Schema-Extensions","1/28/2007 6:50:01 AM","5/13/2021 2:39:02 PM","CN=ms-ds-Schema-Extensions,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-SD-Reference-Domain","1/28/2007 6:51:33 AM","5/13/2021 2:39:03 PM","CN=ms-DS-SD-Reference-Domain,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Secondary-KrbTgt-Number","6/22/2011 3:45:34 PM","5/13/2021 2:39:03 PM","CN=ms-DS-Secondary-KrbTgt-Number,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Security-Group-Extra-Classes","1/28/2007 6:50:58 AM","5/13/2021 2:39:02 PM","CN=ms-DS-Security-Group-Extra-Classes,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Service-Allowed-NTLM-Network-Authentication","8/27/2019 2:59:05 PM","5/13/2021 2:39:05 PM","CN=ms-DS-Service-Allowed-NTLM-Network-Authentication,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Service-Allowed-To-Authenticate-From","11/15/2017 4:32:19 PM","5/13/2021 2:39:05 PM","CN=ms-DS-Service-Allowed-To-Authenticate-From,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Service-Allowed-To-Authenticate-To","11/15/2017 4:32:19 PM","5/13/2021 2:39:05 PM","CN=ms-DS-Service-Allowed-To-Authenticate-To,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Service-AuthN-Policy","11/15/2017 4:32:20 PM","5/13/2021 2:39:05 PM","CN=ms-DS-Service-AuthN-Policy,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Service-AuthN-Policy-BL","11/15/2017 4:32:20 PM","5/13/2021 2:39:05 PM","CN=ms-DS-Service-AuthN-Policy-BL,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Service-TGT-Lifetime","11/15/2017 4:32:19 PM","5/13/2021 2:39:05 PM","CN=ms-DS-Service-TGT-Lifetime,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Settings","1/28/2007 6:51:01 AM","5/13/2021 2:39:02 PM","CN=ms-DS-Settings,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Shadow-Principal","8/27/2019 2:58:58 PM","5/13/2021 2:39:05 PM","CN=ms-DS-Shadow-Principal,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Shadow-Principal-Container","8/27/2019 2:58:58 PM","5/13/2021 2:39:05 PM","CN=ms-DS-Shadow-Principal-Container,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Shadow-Principal-Sid","8/27/2019 2:58:58 PM","5/13/2021 2:39:05 PM","CN=ms-DS-Shadow-Principal-Sid,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Site-Affinity","1/28/2007 6:50:03 AM","5/13/2021 2:39:03 PM","CN=ms-DS-Site-Affinity,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-SiteName","6/22/2011 3:45:43 PM","5/13/2021 2:39:03 PM","CN=ms-DS-SiteName,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Source-Anchor","8/27/2019 2:59:06 PM","5/13/2021 2:39:05 PM","CN=ms-DS-Source-Anchor,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Source-Object-DN","6/22/2011 3:44:50 PM","5/13/2021 2:39:03 PM","CN=ms-DS-Source-Object-DN,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-SPN-Suffixes","1/28/2007 6:51:40 AM","5/13/2021 2:39:03 PM","CN=ms-DS-SPN-Suffixes,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Strong-NTLM-Policy","8/27/2019 2:59:05 PM","5/13/2021 2:39:05 PM","CN=ms-DS-Strong-NTLM-Policy,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Supported-Encryption-Types","6/22/2011 3:45:45 PM","5/13/2021 2:39:03 PM","CN=ms-DS-Supported-Encryption-Types,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-SyncServerUrl","11/15/2017 4:32:17 PM","5/13/2021 2:39:05 PM","CN=ms-DS-SyncServerUrl,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Tasks-For-Az-Role","1/28/2007 6:53:00 AM","5/13/2021 2:39:02 PM","CN=ms-DS-Tasks-For-Az-Role,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Tasks-For-Az-Role-BL","1/28/2007 6:53:10 AM","5/13/2021 2:39:02 PM","CN=ms-DS-Tasks-For-Az-Role-BL,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Tasks-For-Az-Task","1/28/2007 6:53:01 AM","5/13/2021 2:39:02 PM","CN=ms-DS-Tasks-For-Az-Task,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Tasks-For-Az-Task-BL","1/28/2007 6:53:11 AM","5/13/2021 2:39:02 PM","CN=ms-DS-Tasks-For-Az-Task-BL,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-TDO-Egress-BL","8/23/2014 2:47:08 AM","5/13/2021 2:39:05 PM","CN=ms-DS-TDO-Egress-BL,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-TDO-Ingress-BL","8/23/2014 2:47:08 AM","5/13/2021 2:39:05 PM","CN=ms-DS-TDO-Ingress-BL,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Token-Group-Names","8/27/2019 2:59:05 PM","5/13/2021 2:39:05 PM","CN=ms-DS-Token-Group-Names,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Token-Group-Names-Global-And-Universal","8/27/2019 2:59:05 PM","5/13/2021 2:39:05 PM","CN=ms-DS-Token-Group-Names-Global-And-Universal,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Token-Group-Names-No-GC-Acceptable","8/27/2019 2:59:05 PM","5/13/2021 2:39:05 PM","CN=ms-DS-Token-Group-Names-No-GC-Acceptable,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Tombstone-Quota-Factor","1/28/2007 6:54:18 AM","5/13/2021 2:39:03 PM","CN=ms-DS-Tombstone-Quota-Factor,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Top-Quota-Usage","1/28/2007 6:54:17 AM","5/13/2021 2:39:03 PM","CN=ms-DS-Top-Quota-Usage,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Transformation-Rules","8/23/2014 2:47:08 AM","5/13/2021 2:39:05 PM","CN=ms-DS-Transformation-Rules,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Transformation-Rules-Compiled","8/23/2014 2:47:08 AM","5/13/2021 2:39:05 PM","CN=ms-DS-Transformation-Rules-Compiled,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Trust-Forest-Trust-Info","1/28/2007 6:51:05 AM","5/13/2021 2:39:03 PM","CN=ms-DS-Trust-Forest-Trust-Info,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-UpdateScript","1/28/2007 6:52:12 AM","5/13/2021 2:39:03 PM","CN=ms-DS-UpdateScript,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-User-Account-Control-Computed","1/28/2007 6:50:25 AM","5/13/2021 2:39:03 PM","CN=ms-DS-User-Account-Control-Computed,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-User-Allowed-NTLM-Network-Authentication","8/27/2019 2:59:05 PM","5/13/2021 2:39:05 PM","CN=ms-DS-User-Allowed-NTLM-Network-Authentication,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-User-Allowed-To-Authenticate-From","11/15/2017 4:32:19 PM","5/13/2021 2:39:05 PM","CN=ms-DS-User-Allowed-To-Authenticate-From,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-User-Allowed-To-Authenticate-To","11/15/2017 4:32:19 PM","5/13/2021 2:39:05 PM","CN=ms-DS-User-Allowed-To-Authenticate-To,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-User-AuthN-Policy","11/15/2017 4:32:20 PM","5/13/2021 2:39:05 PM","CN=ms-DS-User-AuthN-Policy,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-User-AuthN-Policy-BL","11/15/2017 4:32:20 PM","5/13/2021 2:39:05 PM","CN=ms-DS-User-AuthN-Policy-BL,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-User-Password-Expiry-Time-Computed","6/22/2011 3:46:54 PM","5/13/2021 2:39:03 PM","CN=ms-DS-User-Password-Expiry-Time-Computed,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-User-TGT-Lifetime","11/15/2017 4:32:19 PM","5/13/2021 2:39:05 PM","CN=ms-DS-User-TGT-Lifetime,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-USN-Last-Sync-Success","6/22/2011 3:53:13 PM","5/13/2021 2:39:03 PM","CN=ms-DS-USN-Last-Sync-Success,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Value-Type","8/23/2014 2:47:07 AM","5/13/2021 2:39:05 PM","CN=ms-DS-Value-Type,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Value-Type-Reference","8/23/2014 2:47:05 AM","5/13/2021 2:39:05 PM","CN=ms-DS-Value-Type-Reference,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-DS-Value-Type-Reference-BL","8/23/2014 2:47:05 AM","5/13/2021 2:39:05 PM","CN=ms-DS-Value-Type-Reference-BL,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-2003-Url","2/9/2013 8:11:03 PM","5/13/2021 2:39:04 PM","CN=ms-Exch-2003-Url,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Accepted-Domain","2/9/2013 7:35:09 PM","5/13/2021 2:39:05 PM","CN=ms-Exch-Accepted-Domain,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Accepted-Domain-BL","12/20/2017 5:26:34 PM","5/13/2021 2:39:05 PM","CN=ms-Exch-Accepted-Domain-BL,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Accepted-Domain-Flags","2/9/2013 7:32:25 PM","5/13/2021 2:39:04 PM","CN=ms-Exch-Accepted-Domain-Flags,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Accepted-Domain-Name","2/9/2013 7:32:27 PM","5/13/2021 2:39:05 PM","CN=ms-Exch-Accepted-Domain-Name,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Access-Control-Map","6/22/2001 2:53:43 AM","5/13/2021 2:39:01 PM","CN=ms-Exch-Access-Control-Map,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Access-Flags","6/22/2001 2:55:06 AM","5/13/2021 2:39:01 PM","CN=ms-Exch-Access-Flags,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Access-SSL-Flags","6/22/2001 2:55:06 AM","5/13/2021 2:39:01 PM","CN=ms-Exch-Access-SSL-Flags,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Account-Forest","12/20/2017 5:26:33 PM","5/13/2021 2:39:05 PM","CN=ms-Exch-Account-Forest,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Account-Forest-BL","12/20/2017 5:26:32 PM","5/13/2021 2:39:05 PM","CN=ms-Exch-Account-Forest-BL,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Account-Forest-Link","12/20/2017 5:26:32 PM","5/13/2021 2:39:05 PM","CN=ms-Exch-Account-Forest-Link,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Activation-Config","2/9/2013 7:55:27 PM","5/13/2021 2:39:04 PM","CN=ms-Exch-Activation-Config,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Activation-Preference","2/9/2013 7:41:52 PM","5/13/2021 2:39:04 PM","CN=ms-Exch-Activation-Preference,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Activation-Schedule","6/22/2001 2:53:43 AM","5/13/2021 2:39:01 PM","CN=ms-Exch-Activation-Schedule,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Activation-Style","6/22/2001 2:53:43 AM","5/13/2021 2:39:01 PM","CN=ms-Exch-Activation-Style,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Active-Directory-Connector","6/22/2001 2:54:07 AM","5/13/2021 2:39:01 PM","CN=ms-Exch-Active-Directory-Connector,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Active-Instance-Sleep-Interval","2/9/2013 8:17:51 PM","5/13/2021 2:39:04 PM","CN=ms-Exch-Active-Instance-Sleep-Interval,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Active-Sync-Device","2/9/2013 7:45:34 PM","5/13/2021 2:39:05 PM","CN=ms-Exch-Active-Sync-Device,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Active-Sync-Devices","2/9/2013 7:45:25 PM","5/13/2021 2:39:04 PM","CN=ms-Exch-Active-Sync-Devices,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-ActiveSync-Device-AutoBlock-Duration","5/2/2015 3:36:51 AM","5/13/2021 2:39:05 PM","CN=ms-Exch-ActiveSync-Device-AutoBlock-Duration,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-ActiveSync-Device-Autoblock-Threshold","5/2/2015 3:36:52 AM","5/13/2021 2:39:05 PM","CN=ms-Exch-ActiveSync-Device-Autoblock-Threshold,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-ActiveSync-Device-Autoblock-Threshold-Incidence-Duration","5/2/2015 3:36:51 AM","5/13/2021 2:39:05 PM","CN=ms-Exch-ActiveSync-Device-Autoblock-Threshold-Incidence-Duration,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-ActiveSync-Device-Autoblock-Threshold-Incidence-Limit","5/2/2015 3:36:52 AM","5/13/2021 2:39:05 PM","CN=ms-Exch-ActiveSync-Device-Autoblock-Threshold-Incidence-Limit,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-ActiveSync-Device-Autoblock-Threshold-Type","5/2/2015 3:36:52 AM","5/13/2021 2:39:05 PM","CN=ms-Exch-ActiveSync-Device-Autoblock-Threshold-Type,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Activity-Based-Authentication-Timeout-Interval","2/9/2013 8:16:05 PM","5/13/2021 2:39:04 PM","CN=ms-Exch-Activity-Based-Authentication-Timeout-Interval,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-ADC-Global-Names","6/22/2001 2:53:44 AM","5/13/2021 2:39:03 PM","CN=ms-Exch-ADC-Global-Names,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-ADC-Object-Type","6/22/2001 2:54:19 AM","5/13/2021 2:39:01 PM","CN=ms-Exch-ADC-Object-Type,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-ADC-Options","6/22/2001 2:53:44 AM","5/13/2021 2:39:01 PM","CN=ms-Exch-ADC-Options,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Add-Groups-To-Token","6/22/2001 2:54:44 AM","5/13/2021 2:39:01 PM","CN=ms-Exch-Add-Groups-To-Token,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Add-In","6/22/2001 2:57:16 AM","5/13/2021 2:39:02 PM","CN=ms-Exch-Add-In,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Additional-DN-Map","6/22/2001 2:53:44 AM","5/13/2021 2:39:01 PM","CN=ms-Exch-Additional-DN-Map,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Addr-Type","6/22/2001 2:57:17 AM","5/13/2021 2:39:02 PM","CN=ms-Exch-Addr-Type,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Address-Book-Flags","2/9/2013 8:23:07 PM","5/13/2021 2:39:04 PM","CN=ms-Exch-Address-Book-Flags,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Address-Book-Mailbox-Policy","5/2/2015 3:36:38 AM","5/13/2021 2:39:05 PM","CN=ms-Exch-Address-Book-Mailbox-Policy,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Address-Book-Policy-BL","5/2/2015 3:36:35 AM","5/13/2021 2:39:05 PM","CN=ms-Exch-Address-Book-Policy-BL,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Address-Book-Policy-Link","5/2/2015 3:36:34 AM","5/13/2021 2:39:05 PM","CN=ms-Exch-Address-Book-Policy-Link,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Address-List-OU","5/16/2005 9:28:31 PM","5/13/2021 2:39:02 PM","CN=ms-Exch-Address-List-OU,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Address-List-Paging-Enabled","2/9/2013 7:54:17 PM","5/13/2021 2:39:04 PM","CN=ms-Exch-Address-List-Paging-Enabled,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Address-List-Service","6/22/2001 2:57:34 AM","5/13/2021 2:39:02 PM","CN=ms-Exch-Address-List-Service,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Address-List-Service-BL","6/22/2001 2:57:14 AM","5/13/2021 2:39:02 PM","CN=ms-Exch-Address-List-Service-BL,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Address-List-Service-Container","6/22/2001 2:59:35 AM","5/13/2021 2:39:02 PM","CN=ms-Exch-Address-List-Service-Container,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Address-List-Service-Link","6/22/2001 2:57:14 AM","5/13/2021 2:39:02 PM","CN=ms-Exch-Address-List-Service-Link,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Address-Lists-BL","5/2/2015 3:36:35 AM","5/13/2021 2:39:05 PM","CN=ms-Exch-Address-Lists-BL,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Address-Lists-Link","5/2/2015 3:36:35 AM","5/13/2021 2:39:05 PM","CN=ms-Exch-Address-Lists-Link,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Address-Rewrite-Configuration","2/9/2013 7:28:36 PM","5/13/2021 2:39:04 PM","CN=ms-Exch-Address-Rewrite-Configuration,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
"top","ms-Exch-Address-Rewrite-Entry","2/9/2013 7:28:53 PM","5/13/2021 2:39:04 PM","CN=ms-Exch-Address-Rewrite-Entry,CN=Schema,CN=Configuration,DC=solomonedwards,DC=com"
